Title,Kaltmiete zzgl. Nebenkosten (€/month),Warmmiete (€/month),Nebenkosten (€/month),Heizkosten_1 (€/month),Heizkosten_2 (€/month),Miete pro Stellplatz (€/month),Rooms_number,Surface Area (m^2),Floor,Zip Code,pics_number,energy_efficiency,Year of Construction,Condition,Price per sqm,Real Estate 3,Bezirk,Multiple floors,Deposit,lim_inhabitants,balcony,furnished,garden,Terrasse,pets_allowed,Garage,shower,bath,Einbaukueche,kitchenette,lift,open kitchen,basement,window in bathroom,WG-geeignet,Wohnen auf Zeit in title,nur mit Wohnberechtigungsschein in title,availability_date,days_until_available,Heating_Elektro,Heating_Fernwaerme,Heating_Gas,Heating_Oel,Heating_Luft-/Wasser-Waermepumpe,Heating_Blockheizkraftwerk,Heating_Solar,Heating_Erdwaerme,Heatingsys_Zentralheizung,Heatingsys_Fussbodenheizung,Heatingsys_Etagenheizung,time_lim (in months),accessible,Floor_cov_Parkett,Floor_cov_Fliesen,Floor_cov_Laminat,Floor_cov_Holzdielen,Floor_cov_Kunststoff,Floor_cov_Linoleum,Floor_cov_Stein,district_name
Wohnung zur Miete,,1370.0,,,,,1.0,20.0,4.0,14057,8.0,,,,68.5,HOMELIKE INTERNET GmbH,Charlottenburg-Wilmersdorf,False,490.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-04-10,57.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Westend
Studio zur Miete,3979.0,4963.0,780.0,,204.0,,5.0,136.0,,10969,22.0,,Neubau,,29.26,OWNR Deutschland GmbH,Friedrichshain-Kreuzberg,False,11937.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Kreuzberg
Studio zur Miete,1498.06,1898.26,241.2,in Warmmiete enthalten,,,2.0,53.0,4.0,10439,10.0,,Neubau,,27.95,Urban Ground GmbH,Pankow,False,4494.18,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,2025-02-13,1.0,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,False,False,False,Prenzlauer Berg
Wohnung zur Miete,,1980.0,,,,,3.0,50.0,3.0,12047,10.0,,,,39.6,HOMELIKE INTERNET GmbH,Neukölln,False,3000.0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,2025-05-02,79.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Neukölln
Wohnung zur Miete,,2425.0,,,,,3.0,62.0,4.0,10245,42.0,,,,39.11290322580645,HOMELIKE INTERNET GmbH,Friedrichshain-Kreuzberg,False,1000.0,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,2025-02-19,7.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Friedrichshain
Wohnung zur Miete,,1320.0,,,,,1.0,36.0,4.0,12103,8.0,,,,36.66666666666666,HOMELIKE INTERNET GmbH,Tempelhof-Schöneberg,False,1200.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-03-03,19.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Tempelhof
Wohnung zur Miete,,1850.0,,,,,3.0,78.0,3.0,10965,15.0,,,,23.71794871794872,HOMELIKE INTERNET GmbH,Friedrichshain-Kreuzberg,False,1850.0,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,2025-03-01,17.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Kreuzberg
Wohnung zur Miete,,1690.0,,,,,1.0,48.0,1.0,10115,17.0,,,,35.208333333333336,HOMELIKE INTERNET GmbH,Mitte,False,3380.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-04-01,48.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Mitte
Wohnung zur Miete,,1850.0,,,,,3.0,56.0,2.0,10115,54.0,,,,33.035714285714285,HOMELIKE INTERNET GmbH,Mitte,False,1000.0,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,2025-05-01,78.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Mitte
Wohnung zur Miete,,999.0,,,,,1.0,25.0,1.0,10999,8.0,,,,39.96,HOMELIKE INTERNET GmbH,Friedrichshain-Kreuzberg,False,,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,2025-03-16,32.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Kreuzberg
Wohnung zur Miete,,2590.0,,,,,2.0,64.0,2.0,12047,18.0,,,,40.46875,HOMELIKE INTERNET GmbH,Neukölln,False,3600.0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,2025-04-30,77.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Neukölln
Studio zur Miete,1539.66,1721.66,104.0,,78.0,,2.0,52.0,,13127,10.0,,Neubau,,28.65,OWNR Deutschland GmbH,Pankow,False,4470.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Niederschönhausen
Wohnung zur Miete,2125.0,2453.0,328.0,,72.0,,4.0,85.0,,14199,5.0,,Neubau,Erstbezug,25.0,Berlinhaus Verwaltung GmbH,Charlottenburg-Wilmersdorf,False,6375.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2025-02-12,0.0,False,True,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False,False,Schmargendorf
Studio zur Miete,2137.96,2400.46,150.0,,112.5,,2.0,75.0,,13156,13.0,,Neubau,,27.59,OWNR Deutschland GmbH,Pankow,False,6207.0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Niederschönhausen
Studio zur Miete,1600.0,2136.0,536.0,in Warmmiete enthalten,,,2.0,83.0,9.0,10557,19.0,2.0,Neubau,neuwertig,19.28,Engel & Völkers Berlin Mitte GmbH,Mitte,False,,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,True,False,,False,True,True,False,False,False,False,False,Moabit
Studio zur Miete,533.0,635.0,72.0,in Warmmiete enthalten,,,1.0,18.0,3.0,12459,7.0,,Neubau,,29.61,Urban Ground GmbH,Treptow-Köpenick,False,1599.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2025-04-01,48.0,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,False,False,False,Oberschöneweide
Wohnung zur Miete,2500.0,3000.0,500.0,,250.0,150.0,2.0,87.0,,10787,15.0,,Neubau,,28.74,PROGENEA GmbH & Co. Liegenschaften KG,Charlottenburg-Wilmersdorf,False,6000.0,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False,False,Tiergarten
Wohnung zur Miete,,1195.0,,,,,1.0,36.0,0.0,10317,23.0,,,,33.19444444444444,HOMELIKE INTERNET GmbH,Friedrichshain-Kreuzberg,False,1792.5,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,2025-02-17,5.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Rummelsburg
Wohnung zur Miete,817.75,1027.75,110.0,,100.0,,3.0,74.0,2.0,12559,8.0,8.0,Neubau,Gepflegt,10.98,Adler Group,Treptow-Köpenick,False,2453.25,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,2025-03-01,17.0,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Köpenick
Wohnung zur Miete,,1570.0,,,,,1.0,54.0,3.0,10407,11.0,,,,29.07407407407408,HOMELIKE INTERNET GmbH,Pankow,False,1570.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-02-13,1.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Prenzlauer Berg
Wohnung zur Miete,2125.0,2453.0,328.0,,72.0,,4.0,85.0,,14199,5.0,,Neubau,Erstbezug,25.0,Berlinhaus Verwaltung GmbH,Charlottenburg-Wilmersdorf,False,6375.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2025-02-12,0.0,False,True,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False,False,Schmargendorf
Studio zur Miete,560.0,684.4,94.4,in Warmmiete enthalten,,,1.0,23.0,5.0,12459,10.0,,Neubau,,23.73,Urban Ground GmbH,Treptow-Köpenick,False,1680.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2025-02-16,4.0,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,False,False,False,Oberschöneweide
Studio zur Miete,1600.0,2136.0,536.0,in Warmmiete enthalten,,,2.0,83.0,7.0,10557,19.0,2.0,Neubau,neuwertig,19.28,Engel & Völkers Berlin Mitte GmbH,Mitte,False,,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,True,False,,False,True,True,False,False,False,False,False,Moabit
Studio zur Miete,560.0,684.4,94.4,in Warmmiete enthalten,,,1.0,23.0,5.0,12459,10.0,,Neubau,,23.73,Urban Ground GmbH,Treptow-Köpenick,False,1680.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2025-02-16,4.0,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,False,False,False,Oberschöneweide
Wohnung zur Miete,,1650.0,,,,,2.0,50.0,,12557,13.0,1.0,Neubau,Erstbezug,33.0,ohne-makler.net - Immobilien selbst vermarkten,Treptow-Köpenick,False,,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,2025-02-12,0.0,False,True,False,False,False,False,False,False,False,True,False,,True,False,False,False,False,False,False,False,Köpenick
Studio zur Miete,2375.63,2603.13,130.0,,97.5,,3.0,65.0,,13086,8.0,,Neubau,,35.37,OWNR Deutschland GmbH,Pankow,False,6897.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Weißensee
Wohnung zur Miete,1699.0,2054.0,185.0,,169.0,237.0,2.0,79.0,2.0,10823,7.0,,Neubau,neuwertig,21.5,EverReal GmbH,Tempelhof-Schöneberg,False,5098.0,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,True,False,,True,False,False,False,False,False,False,False,Schöneberg
Studio zur Miete,714.0,1025.0,221.0,in Warmmiete enthalten,,,1.0,26.0,3.0,12555,10.0,,Neubau,,27.46,Urban Ground GmbH,Marzahn-Hellersdorf,False,2142.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2025-03-01,17.0,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,False,False,False,Köpenick
Wohnung zur Miete,,1430.0,,,,,2.0,25.0,2.0,10245,12.0,,,,57.2,HOMELIKE INTERNET GmbH,Friedrichshain-Kreuzberg,False,3000.0,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Friedrichshain
Wohnung zur Miete,1240.0,1720.0,200.0,,280.0,,3.0,77.0,4.0,12051,3.0,4.0,Altbau,,16.0,ohne-makler.net - Immobilien selbst vermarkten,Neukölln,False,3720.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,True,False,False,False,False,False,True,False,False,,False,False,True,True,False,False,False,False,Neukölln
Wohnung zur Miete,,1467.0,,,,,1.0,31.0,1.0,12055,9.0,,,,47.32258064516129,HOMELIKE INTERNET GmbH,Neukölln,False,2550.0,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,2025-02-15,3.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Neukölln
Wohnung zur Miete,1170.0,1456.7199999999998,180.87,,105.85,,3.0,72.0,5.0,12629,10.0,2.0,Neubau,,16.17,GESOBAU AG,Marzahn-Hellersdorf,False,3509.7,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False,False,Hellersdorf
Wohnung zur Miete,752.52,972.31,152.69,,67.1,,1.0,44.0,1.0,12629,9.0,2.0,Neubau,,16.82,GESOBAU AG,Marzahn-Hellersdorf,False,,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,False,False,False,False,False,False,False,True,False,,True,False,False,False,False,False,False,False,Hellersdorf
Studio zur Miete,1600.63,1786.13,106.0,,79.5,,2.0,53.0,,13127,13.0,,Neubau,,29.23,OWNR Deutschland GmbH,Pankow,False,4647.0,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Niederschönhausen
Wohnung zur Miete,1390.0,1571.0,181.0,in Warmmiete enthalten,,,2.0,45.0,,12157,9.0,1.0,Neubau,Erstbezug,30.89,ohne-makler.net - Immobilien selbst vermarkten,Steglitz-Zehlendorf,False,4170.0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,True,False,,False,True,False,False,False,False,False,False,Schöneberg
Wohnung zur Miete,939.31,1197.18,161.95,,95.92,,2.0,63.0,0.0,12627,8.0,2.0,Neubau,,14.76,GESOBAU AG,Marzahn-Hellersdorf,False,2817.93,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,2025-02-16,4.0,False,True,False,False,False,False,False,False,False,True,False,,True,False,False,False,False,False,False,False,Hellersdorf
Wohnung zur Miete,427.57,580.65,82.22,,70.86,,1.0,32.0,4.0,13089,10.0,3.0,Neubau,,13.0,GESOBAU AG,Pankow,False,1282.71,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Heinersdorf
Studio zur Miete,935.0,1094.0,159.0,in Warmmiete enthalten,,,1.0,28.0,0.0,10315,8.0,,Neubau,,32.34,Urban Ground GmbH,Lichtenberg-Hohenschönhausen,False,2805.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2025-03-01,17.0,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,False,False,False,Friedrichsfelde
Wohnung zur Miete,,1278.0,,,,,3.0,28.0,0.0,10439,13.0,,,,45.642857142857146,HOMELIKE INTERNET GmbH,Pankow,False,1278.0,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,2025-02-23,11.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Prenzlauer Berg
Wohnung zur Miete,1390.0,1560.0,170.0,in Warmmiete enthalten,,,2.0,55.0,4.0,10245,8.0,2.0,Neubau,neuwertig,25.19,other,Friedrichshain-Kreuzberg,False,,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,2025-03-01,17.0,False,True,False,False,False,False,False,False,False,True,False,,False,True,False,False,False,False,False,False,Alt-Treptow
Wohnung zur Miete,,1500.0,,,,,1.0,28.0,1.0,12527,8.0,,,,53.57142857142857,HOMELIKE INTERNET GmbH,Treptow-Köpenick,False,50.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Schmöckwitz
Maisonette zur Miete,2480.0,3806.0,618.0,,,90.0,6.0,155.0,,12524,11.0,0.0,,,16.0,other,Treptow-Köpenick,False,7440.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2025-02-12,0.0,True,False,False,False,True,False,False,False,False,True,False,24.0,False,False,False,False,False,False,False,False,Altglienicke
Wohnung zur Miete,2065.0,2565.0,,,500.0,,4.0,125.0,3.0,10713,9.0,4.0,Altbau,neuwertig,16.52,BGP Immobilien,Charlottenburg-Wilmersdorf,False,6195.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Wilmersdorf
Wohnung zur Miete,1145.0,1377.0,232.0,,116.0,,2.0,40.0,,13088,22.0,1.0,Neubau,Erstbezug,28.06,PROGENEA GmbH & Co. Liegenschaften KG,Pankow,False,3435.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,False,False,True,False,False,False,False,True,False,,False,True,False,False,False,False,False,False,Weißensee
Wohnung zur Miete,,1690.0,,,,,3.0,53.0,0.0,12159,11.0,,,,31.88679245283019,HOMELIKE INTERNET GmbH,Tempelhof-Schöneberg,False,1690.0,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,True,False,2025-02-19,7.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Friedenau
Wohnung zur Miete,,2070.0,,,,,1.0,30.0,0.0,10623,11.0,,,,69.0,HOMELIKE INTERNET GmbH,Charlottenburg-Wilmersdorf,False,200.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-03-29,45.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Charlottenburg
Wohnung zur Miete,,1205.0,,,,,1.0,20.0,3.0,10317,16.0,,,,60.25,HOMELIKE INTERNET GmbH,Friedrichshain-Kreuzberg,False,1807.5,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,2025-03-04,20.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Rummelsburg
Wohnung zur Miete,,2340.0,,,,,2.0,40.0,0.0,10623,11.0,,,,58.5,HOMELIKE INTERNET GmbH,Charlottenburg-Wilmersdorf,False,200.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-03-11,27.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Charlottenburg
Wohnung zur Miete,,1860.0,,,,,1.0,21.0,0.0,10623,9.0,,,,88.57142857142857,HOMELIKE INTERNET GmbH,Charlottenburg-Wilmersdorf,False,200.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-02-19,7.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Charlottenburg
Studio zur Miete,2552.33,2835.83,162.0,,121.5,,2.0,81.0,,10178,5.0,,Neubau,,30.49,OWNR Deutschland GmbH,Friedrichshain-Kreuzberg,False,7410.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Mitte
Studio zur Miete,3399.0,3707.0,176.0,,132.0,,3.0,88.0,,10245,16.0,,Neubau,,37.38,OWNR Deutschland GmbH,Friedrichshain-Kreuzberg,False,9867.0,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Friedrichshain
Wohnung zur Miete,1145.0,1377.0,232.0,,116.0,,2.0,40.0,,13088,22.0,1.0,Neubau,Erstbezug,28.06,PROGENEA GmbH & Co. Liegenschaften KG,Pankow,False,3435.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,2025-02-12,0.0,False,True,False,False,True,False,False,False,False,True,False,,False,True,False,False,False,False,False,False,Weißensee
Wohnung zur Miete,,1400.0,,,,,1.0,40.0,6.0,10405,14.0,,,,35.0,HOMELIKE INTERNET GmbH,Pankow,False,1500.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Prenzlauer Berg
Wohnung zur Miete,,1697.0,,,,,1.0,27.0,1.0,12055,11.0,,,,62.851851851851855,HOMELIKE INTERNET GmbH,Neukölln,False,2350.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-02-15,3.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Neukölln
Wohnung zur Miete,753.47,973.49,152.83,,67.19,,1.0,44.0,1.0,12629,8.0,2.0,Neubau,,16.82,GESOBAU AG,Marzahn-Hellersdorf,False,,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,False,False,False,False,False,False,False,True,False,,True,False,False,False,False,False,False,False,Hellersdorf
Wohnung zur Miete,2500.0,3000.0,500.0,,250.0,150.0,2.0,87.0,,10787,15.0,,Neubau,,28.74,PROGENEA GmbH & Co. Liegenschaften KG,Charlottenburg-Wilmersdorf,False,6000.0,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False,False,Tiergarten
Studio zur Miete,935.0,1094.0,159.0,in Warmmiete enthalten,,,1.0,28.0,0.0,10315,8.0,,Neubau,,32.34,Urban Ground GmbH,Lichtenberg-Hohenschönhausen,False,2805.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2025-03-01,17.0,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,False,False,False,Friedrichsfelde
Wohnung zur Miete,,1605.0,,,,,2.0,34.0,2.0,12055,10.0,,,,47.20588235294117,HOMELIKE INTERNET GmbH,Neukölln,False,2790.0,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,2025-05-07,84.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Neukölln
Studio zur Miete,714.0,1025.0,221.0,in Warmmiete enthalten,,,1.0,26.0,3.0,12555,10.0,,Neubau,,27.46,Urban Ground GmbH,Marzahn-Hellersdorf,False,2142.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2025-03-01,17.0,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,False,False,False,Köpenick
Studio zur Miete,577.0,675.0,68.0,in Warmmiete enthalten,,,1.0,17.0,2.0,12459,7.0,,Neubau,,33.94,Urban Ground GmbH,Treptow-Köpenick,False,1731.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2025-03-01,17.0,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,False,False,False,Oberschöneweide
Wohnung zur Miete,3680.0,4180.0,500.0,,250.0,,3.0,160.0,1.0,10119,14.0,5.0,Altbau,neuwertig,23.0,other,Mitte,False,11040.0,False,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,2025-02-12,0.0,False,False,True,False,False,False,False,False,True,False,False,,False,False,False,False,True,False,False,False,Mitte
Studio zur Miete,1650.89,1920.32,269.43,in Warmmiete enthalten,,,3.0,77.0,1.0,10318,19.0,,Neubau,,21.45,Urban Ground GmbH,Lichtenberg-Hohenschönhausen,False,4952.67,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,2025-06-01,109.0,False,False,False,False,False,False,False,False,False,False,True,12.0,False,False,False,False,False,False,False,False,Karlshorst
Wohnung zur Miete,,2191.0,,,,,1.0,45.0,1.0,12527,11.0,,,,48.68888888888889,HOMELIKE INTERNET GmbH,Treptow-Köpenick,False,50.0,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,2025-02-12,0.0,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Schmöckwitz
Wohnung zur Miete,427.3,628.56,106.82,,94.44,,1.5,42.0,3.0,13089,10.0,3.0,Neubau,,10.0,GESOBAU AG,Pankow,False,1281.9,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,Heinersdorf
Wohnung zur Miete,426.79,579.59,82.08,,70.72,,1.0,32.0,4.0,13089,10.0,3.0,Neubau,,13.0,GESOBAU AG,Pankow,False,1280.37,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Heinersdorf
Studio zur Miete,533.0,635.0,72.0,in Warmmiete enthalten,,,1.0,18.0,3.0,12459,7.0,,Neubau,,29.61,Urban Ground GmbH,Treptow-Köpenick,False,1599.0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,2025-04-01,48.0,False,False,False,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,False,False,False,Oberschöneweide
Studio zur Miete,1350.0,1890.0,540.0,in Warmmiete enthalten,,140.0,2.0,59.0,4.0,10555,12.0,3.0,Neubau,neuwertig,22.88,Engel & Völkers Berlin Mitte GmbH,Mitte,False,,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,False,False,False,False,False,False,True,False,False,,False,True,True,False,False,False,False,False,Hansaviertel
Wohnung zur Miete,1642.37,2105.5,244.4,,218.73,,5.0,97.0,3.0,13089,11.0,2.0,Neubau,,16.8,GESOBAU AG,Pankow,False,,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,Heinersdorf
Wohnung zur Miete,653.58,814.8100000000001,99.22,,62.01,,1.0,41.0,3.0,12629,7.0,2.0,Neubau,,15.81,GESOBAU AG,Marzahn-Hellersdorf,False,,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,2025-02-12,0.0,False,True,False,False,False,False,False,False,False,True,False,,True,False,False,False,False,False,False,False,Hellersdorf
Wohnung zur Miete,441.55,754.55,164.0,,149.0,,1.0,56.0,1.0,12309,8.0,4.0,Neubau,,7.79,Vonovia Kundenservice GmbH,Tempelhof-Schöneberg,False,1324.65,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,2025-03-13,29.0,False,False,True,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False,False,Lichtenrade
Studio zur Miete,1621.29,1820.79,114.0,,85.5,,2.0,57.0,,12169,4.0,,Neubau,,27.53,OWNR Deutschland GmbH,Steglitz-Zehlendorf,False,4707.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Steglitz
Studio zur Miete,1600.63,1758.13,90.0,,67.5,,1.0,45.0,,10115,16.0,,Altbau,,34.42,OWNR Deutschland GmbH,Mitte,False,4647.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,Mitte
Wohnung zur Miete,,1350.0,,in Warmmiete enthalten,,,2.0,50.0,3.0,10407,12.0,4.0,Altbau,neuwertig,27.0,SchönLife Immobilien Inh. Daniel Kerem,Pankow,False,2000.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,2025-02-12,0.0,False,False,True,False,False,False,False,False,False,False,True,6.0,False,False,False,False,False,False,False,False,Prenzlauer Berg
