Title,Kaltmiete zzgl. Nebenkosten,Warmmiete,Nebenkosten,Heizkosten_1,Heizkosten_2,Miete pro Stellplatz,Rooms_number,Surface Area,Floor,availability,Zip Code,Additional Price Info,pics_number,energy_efficiency,Year of Construction,Condition,Heating type,Heating system,Price per sqm,Caution 1,Caution 2,Merkmale_1,Merkmale_2,Merkmale_3,Merkmale_4,Merkmale_5,Merkmale_6,Merkmale_7,Merkmale_8
Wohnung zur Miete · Tauschwohnung,,,,,"329.42 €329,42 €",,3,87 m²,3.,1.517 €,10249,,1 / 8,,,,,,"17,44 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,3. Geschoss,,,,
Wohnung zur Miete · Tauschwohnung,,,,,200 €200 €,,2,60 m²,5.,1.250 €,13353,,1 / 5,,,,,,"20,83 Euro pro Quadratmeter",keine Angabe,,Einbauküche,5. Geschoss,Badewanne,Bodenbelag: Parkett,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.604 €/Monat,,,,,3,56 m²,,03.03.2025,13057,,1 / 11,,,,,,,"2.000,00",,"Einbauküche, Kochnische",frei ab 03.03.2025,möbliert,2. Geschoss,Bad mit Dusche,max. 1 Person,,
Studio zur Miete,2.460 €,3.070 €,610 €,in Nebenkosten enthalten,,,4,134 m²,4.,ab sofort,10629,,1 / 28,,1905.0,"Altbau (bis 1945), renoviert / saniert",Gas,Zentralheizung,"18,36 Euro pro Quadratmeter",2 Monatsmieten,,Personenaufzug,neuwertig,Balkon,möbliert,4. Geschoss,Bad mit Dusche,Bodenbelag: Parkett,Fenster: Aluminium
Wohnung zur Miete · Tauschwohnung,,,,,200 €200 €,,1,50 m²,1.,Heizungsart,12157,,1 / 1,,,,,Zentralheizung,20 Euro pro Quadratmeter,keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,1. Geschoss,Badewanne,Bodenbelag: Laminat,
Wohnung zur Miete · Tauschwohnung,,,,,,,4,89 m²,10.,570 €,10409,,1 / 1,,,,,,"6,40 Euro pro Quadratmeter",keine Angabe,,10. Geschoss,,,,,,,
Studio zur Miete,1.930 €,2.405 €,475 €,in Nebenkosten enthalten,,,3,83 m²,EG,ab sofort,10435,,1 / 22,,,"Altbau (bis 1945), renoviert / saniert",,,"23,25 Euro pro Quadratmeter",2 Monatsmieten,,neuwertig,Haustiere erlaubt,möbliert,Erdgeschoss,Bad mit Dusche,Bodenbelag: Parkett,Fenster: Aluminium,
Wohnung zur Miete · Tauschwohnung,,,,,130 €130 €,,"1,5",38 m²,2.,Heizungsart,10553,,1 / 8,,,,,Zentralheizung,"23,82 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Kelleranteil,teilweise möbliert,2. Geschoss,Badewanne,,,
Studio zur Miete,,1.612 €,112 €,in Warmmiete enthalten,,,2,56 m²,,Baujahr,10317,"Nettokaltmiete: 1.500,00 EUR",1 / 8,A,2024.0,neuwertig,Luft-/Wasser-Wärmepumpe,Fußbodenheizung,"26,79 Euro pro Quadratmeter",keine Angabe,,Einbauküche,ab sofort,Terrasse,Kelleranteil,"Bodenbelag: Fliesen, Stein",,,
Wohnung zur Miete · Wohnen auf Zeit,,1.350 €/Monat,100 €/Monat,in Warmmiete enthalten,,,2,60 m²,,ab sofort,14057,,1 / 16,C,1910.0,,Fernwärme,,,keine Angabe,,Frei ab sofort,4. Geschoss,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,410 €410 €,,4,83 m²,4.,Heizungsart,13349,,1 / 3,,,,,Zentralheizung: Fußbodenheizung,"13,84 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,4. Geschoss,Barrierefrei
Wohnung zur Miete · Wohnen auf Zeit,,1.785 €/Monat,,,,,1,49 m²,,24.04.2025,13359,,1 / 20,,,,,,,"2.000,00",,"Einbauküche, Offene Küche",frei ab 24.04.2025,möbliert,2. Geschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Tauschwohnung,,,,,,,2,56 m²,4.,500 €,10247,,1 / 4,,,,,,"8,93 Euro pro Quadratmeter",keine Angabe,,Haustiere erlaubt,Kelleranteil,4. Geschoss,Badewanne,"Bodenbelag: Fliesen, Kunststoff",,,
Studio zur Miete · Wohnen auf Zeit,2.700 €/Monat,3.600 €/Monat,700 €/Monat,,200 €200 €,,5,160 m²,,01.03.2025,10711,,1 / 11,,1910.0,"Altbau (bis 1945), renoviert / saniert",Gas,,"16,88 Euro pro Quadratmeter",,8.100 €,Einbauküche,Personenaufzug,frei ab 01.03.2025 bis 28.02.2026,Balkon,möbliert,3. Geschoss,Barrierefrei,"Badezimmer: Badewanne, Bad mit Dusche, Bad mit Fenster"
Studio zur Miete,,2.110 €,160 €,in Warmmiete enthalten,,,3,80 m²,,Baujahr,10317,"Nettokaltmiete: 1.950,00 EUR",1 / 10,A,2024.0,neuwertig,Luft-/Wasser-Wärmepumpe,Fußbodenheizung,"24,38 Euro pro Quadratmeter",keine Angabe,,Einbauküche,ab sofort,Terrasse,Kelleranteil,"Bodenbelag: Fliesen, Stein",,,
Wohnung zur Miete,840 €,990 €,150 €,in Warmmiete enthalten,,,1,"32,7 m²",1.,ab sofort,10553,,1 / 34,,1970.0,,Fernwärme,Zentralheizung,"25,70 Euro pro Quadratmeter",3 Nettokaltmieten,,Einbauküche,Personenaufzug,Sofort,Kelleranteil,möbliert,1. Geschoss,Bad mit Dusche,"Bodenbelag: Fliesen, Laminat"
Wohnung zur Miete · Tauschwohnung,,,,,,,2,62 m²,8.,Heizungsart,10319,,1 / 6,,,,,Zentralheizung,"9,68 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,teilweise möbliert,8. Geschoss
Wohnung zur Miete,715 €,915 €,200 €,in Warmmiete enthalten,,,1,38 m²,1.,Baujahr,13357,,1 / 9,H,1918.0,"Altbau (bis 1945), renoviert / saniert",Öl,Zentralheizung,"18,82 Euro pro Quadratmeter","2.145,00 €",,Einbauküche,ab 01.02.2025,Kelleranteil,möbliert,1. Geschoss,Bodenbelag: Holzdielen,,
Wohnung zur Miete · Tauschwohnung,,,,,137 €137 €,,1,34 m²,202 €,Tauschwohnung GmbH,12055,,1 / 1,,,,,,"5,94 Euro pro Quadratmeter",keine Angabe,,Kelleranteil,"Bodenbelag: Fliesen, Holzdielen",,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,170 €170 €,,1,60 m²,3.,480 €,10829,,1 / 8,,,,,,8 Euro pro Quadratmeter,keine Angabe,,Einbauküche,3. Geschoss,Badewanne,Bodenbelag: Holzdielen,,,,
Wohnung zur Miete · Tauschwohnung,,,,,110 €110 €,,"1,5",50 m²,EG,829 €,10435,,1 / 6,,,,,,"16,58 Euro pro Quadratmeter",keine Angabe,,Erdgeschoss,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,191 €191 €,,2,69 m²,2.,Heizungsart,10117,,1 / 5,,,,,Zentralheizung,"8,87 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Kelleranteil,2. Geschoss,Badewanne,"Bodenbelag: Fliesen, Holzdielen, Kunststoff",,
Wohnung zur Miete · Wohnen auf Zeit,,1.701 €/Monat,,,,,2,60 m²,,ab sofort,10243,,1 / 6,,,,,,,"1.590,00",,"Einbauküche, Kochnische",Frei ab sofort,möbliert,Erdgeschoss,Bad mit Dusche,max. 2 Personen,,
Wohnung zur Miete · Wohnen auf Zeit,,818 €/Monat,,,,,4,"14,5 m²",,04.04.2025,10179,,1 / 28,,,,,,,"1.227,00",,"Einbauküche, Kochnische",frei ab 04.04.2025,Balkon,möbliert,3. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person
Wohnung zur Miete,2.200 €,2.680 €,480 €,in Warmmiete enthalten,,,3,100 m²,4.,ab sofort,10117,,1 / 25,C,1973.0,,Fernwärme,Zentralheizung,22 Euro pro Quadratmeter,3 Nettokaltmieten,,Einbauküche,Personenaufzug,ab sofort,Balkon,möbliert,4. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",Loggia
Wohnung zur Miete · Wohnen auf Zeit,,670 €/Monat,,,,,1,8 m²,,01.03.2025,10559,,1 / 11,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 01.03.2025,möbliert,4. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Wohnen auf Zeit,,790 €/Monat,,,,,1,18 m²,,01.04.2025,12163,,1 / 9,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 01.04.2025,möbliert,Erdgeschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete,1.769 €,2.047 €,207 €,,71 €71 €,,"2,5","88,5 m²",5.,Baujahr,10243,,1 / 10,,2020.0,renoviert / saniert,Fernwärme,Zentralheizung,20 Euro pro Quadratmeter,3 Nettokaltmieten,,Einbauküche,Personenaufzug,sofort,Balkon,Kelleranteil,5. Geschoss,"Badezimmer: Badewanne, Bad mit Fenster","Bodenbelag: Fliesen, Parkett"
Wohnung zur Miete,1.600 €,1.990 €,390 €,in Warmmiete enthalten,,,3,85 m²,2.,ab sofort,10629,,1 / 11,B,2000.0,,Fernwärme,Zentralheizung,"18,82 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,kurzfristig,möbliert,2. Geschoss,Badewanne,Bodenbelag: Parkett,
Maisonette zur Miete · Tauschwohnung,,,,,,,4,92 m²,3.,1.380 €,13187,,1 / 14,,,,,,15 Euro pro Quadratmeter,keine Angabe,,Einbauküche,Balkon,Garten,Terrasse,Kelleranteil,3. Geschoss,Badewanne,"Bodenbelag: Fliesen, Holzdielen, Parkett"
Wohnung zur Miete · Tauschwohnung,,,,,208 €208 €,,3,73 m²,2.,Heizungsart,12105,,1 / 12,,,,,Zentralheizung,"10,68 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,2. Geschoss,Badewanne
Wohnung zur Miete,,"1.910,68 €",221 €,,80 €80 €,,3,"67,1 m²",8.,ab sofort,10249,"Nettokaltmiete: 1.609,68 EUR",1 / 10,B,2020.0,,Fernwärme,Zentralheizung,24 Euro pro Quadratmeter,"4.829,04 €",,Einbauküche,Personenaufzug,Frei ab sofort,Balkon,8. Geschoss,Badewanne,WG-geeignet,
Wohnung zur Miete · Tauschwohnung,,,,,,,1,33 m²,430 €,Tauschwohnung GmbH,12055,,1 / 4,,,,,,"13,03 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Studio zur Miete,,2.700 €,200 €,in Warmmiete enthalten,,,3,100 m²,,Baujahr,10317,"Nettokaltmiete: 2.500,00 EUR",1 / 13,A,2024.0,neuwertig,Luft-/Wasser-Wärmepumpe,Fußbodenheizung,25 Euro pro Quadratmeter,keine Angabe,,Einbauküche,ab sofort,Terrasse,Kelleranteil,"Bodenbelag: Fliesen, Stein",,,
Wohnung zur Miete · Wohnen auf Zeit,,720 €/Monat,,,,,3,"10,7 m²",,19.03.2025,10179,,1 / 29,,,,,,,"1.080,00",,"Einbauküche, Kochnische",frei ab 19.03.2025,möbliert,3. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Studio zur Miete,,"2.124,71 €",,,"56.49 €56,49 €",120 €120 €,3,"86,9 m²",4.,01.03.2025,10829,"Nettokaltmiete: 1.894,42 EUR",1 / 4,,2020.0,neuwertig,Fernwärme,,"21,80 Euro pro Quadratmeter","5.683,26",,Einbauküche,Personenaufzug,frei ab 01.03.2025,Balkon,Tiefgarage,4. Geschoss,max. 2 Personen,
Wohnung zur Miete · nur mit Wohnberechtigungsschein · Tauschwohnung,,,,,351 €351 €,,3,74 m²,5.,Heizungsart,12207,,1 / 12,,,,,Zentralheizung,"7,92 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,5. Geschoss,Barrierefrei
Wohnung zur Miete · Tauschwohnung,,,,,80 €80 €,,1,31 m²,3.,600 €,13353,,1 / 4,,,,,,"19,35 Euro pro Quadratmeter",keine Angabe,,Einbauküche,teilweise möbliert,3. Geschoss,Bodenbelag: Holzdielen,,,,
Studio zur Miete,750 €,890 €,,,140 €140 €,,1,25 m²,,ab sofort,12459,,1 / 18,,2016.0,,,,30 Euro pro Quadratmeter,keine Angabe,,DSL-Anschluss,Personenaufzug,frei ab 01.02.2025 bis 31.03.2026,Kelleranteil,möbliert,Waschraum,,
Wohnung zur Miete · Wohnen auf Zeit,,630 €/Monat,,,,,1,9 m²,,01.04.2025,13581,,1 / 11,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 01.04.2025,möbliert,Erdgeschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Studio zur Miete,1.240 €,1.600 €,360 €,in Nebenkosten enthalten,,,2,77 m²,1.,ab sofort,10999,,,,,"Altbau (bis 1945), renoviert / saniert",,,"16,10 Euro pro Quadratmeter",2 Monatsmieten,,neuwertig,möbliert,1. Geschoss,Bad mit Dusche,Bodenbelag: Parkett,Fenster: Aluminium,,
Wohnung zur Miete · Wohnen auf Zeit,,2.877 €/Monat,,,,,1,45 m²,,28.02.2025,10119,,1 / 20,,,,,,,keine Angabe,,"Einbauküche, Kochnische",frei ab 28.02.2025,möbliert,1. Geschoss,Badewanne,max. 4 Personen,,
Wohnung zur Miete · Tauschwohnung,,,,,100 €100 €,,"1,5",51 m²,3.,Heizungsart,10439,,1 / 5,,,,,Etagenheizung,"8,82 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,3. Geschoss,"Bodenbelag: Holzdielen, Kunststoff",,
Wohnung zur Miete · Tauschwohnung,,,,,,,3,87 m²,2.,589 €,10551,,1 / 8,,,,,,"6,77 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Kelleranteil,2. Geschoss,Badewanne,"Bodenbelag: Fliesen, Parkett",
Wohnung zur Miete,1.286 €,1.523 €,122 €,,115 €115 €,,2,68 m²,1.,Baujahr,12103,,1 / 5,B,2021.0,neuwertig,,Fußbodenheizung,"18,91 Euro pro Quadratmeter",,3.858 €,Einbauküche,Personenaufzug,Balkon,Haustiere erlaubt,Kelleranteil,1. Geschoss,,
Wohnung zur Miete · Wohnen auf Zeit,,690 €/Monat,,,,,1,12 m²,,01.03.2025,12459,,1 / 18,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 01.03.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete · Tauschwohnung,,,,,,,1,36 m²,,Heizungsart,10439,,1 / 8,,,,,Zentralheizung,"18,06 Euro pro Quadratmeter",keine Angabe,,Badewanne,Bodenbelag: Holzdielen,,,,,,
Wohnung zur Miete · Wohnen auf Zeit,,1.710 €/Monat,,,,,2,38 m²,,25.04.2025,12047,,1 / 16,,,,,,,"2.600,00",,"Einbauküche, Kochnische",frei ab 25.04.2025,Haustiere erlaubt,möbliert,1. Geschoss,Badewanne,max. 2 Personen,
Wohnung zur Miete · Tauschwohnung,,,,,180 €180 €,,"2,5",60 m²,1.,900 €,10961,,1 / 4,,,,,,15 Euro pro Quadratmeter,keine Angabe,,Einbauküche,Kelleranteil,1. Geschoss,Badewanne,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,2,57 m²,1.,480 €,12169,,1 / 8,,,,,,"8,42 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,1. Geschoss,Bad mit Dusche,Bodenbelag: Laminat
Studio zur Miete,,,,,,,2,45 m²,,1.250 €,10243,,1 / 17,,,,,,"27,78 Euro pro Quadratmeter",,2.500 €,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,164 €164 €,,2,59 m²,3.,522 €,12103,,1 / 3,,,,,,"8,85 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Kelleranteil,3. Geschoss,Badewanne,"Bodenbelag: Fliesen, Holzdielen",,
Studio zur Miete,,"1.824,59 €",,,"48.11 €48,11 €",120 €120 €,3,74 m²,4.,01.03.2025,10829,"Nettokaltmiete: 1.628,44 EUR",1 / 4,B,2020.0,Erstbezug,Fernwärme,,22 Euro pro Quadratmeter,"4.885,32",,Einbauküche,Personenaufzug,frei ab 01.03.2025,Balkon,Tiefgarage,4. Geschoss,max. 3 Personen,
Wohnung zur Miete,,,,,,,2,66 m²,,ab sofort,13156,,1 / 10,D,,,,,"19,70 Euro pro Quadratmeter",keine Angabe,,Balkon,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,260 €260 €,,3,68 m²,10.,Heizungsart,13059,,1 / 1,,,,,Zentralheizung,"6,24 Euro pro Quadratmeter",keine Angabe,,Personenaufzug,Balkon,Terrasse,Kelleranteil,10. Geschoss,Badewanne,Bodenbelag: Laminat,
Wohnung zur Miete · Tauschwohnung,,,,,230 €230 €,,2,59 m²,6.,Heizungsart,12309,,1 / 13,,,,,Zentralheizung,"11,36 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,Kelleranteil,6. Geschoss,Barrierefrei
Studio zur Miete,,"1.247,29 €",,,"32.89 €32,89 €",120 €120 €,"1,5","50,6 m²",2.,01.03.2025,10829,"Nettokaltmiete: 1.113,20 EUR",1 / 5,,2020.0,Erstbezug,Fernwärme,,22 Euro pro Quadratmeter,"3.339,60",,Einbauküche,Personenaufzug,frei ab 01.03.2025,Balkon,Tiefgarage,2. Geschoss,max. 2 Personen,
Studio zur Miete,,828 €,1 €,in Warmmiete enthalten,,120 €120 €,1,30 m²,4.,01.03.2025,10829,"Nettokaltmiete: 827,00 EUR",1 / 4,B,2020.0,Erstbezug,Fernwärme,,"27,57 Euro pro Quadratmeter","2.481,00",,Einbauküche,Personenaufzug,frei ab 01.03.2025,Balkon,Tiefgarage,4. Geschoss,max. 2 Personen,
Wohnung zur Miete · Tauschwohnung,,,,,220 €220 €,,2,77 m²,EG,Heizungsart,10247,,1 / 8,,,,,Zentralheizung,"9,84 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,Erdgeschoss,Bodenbelag: Parkett,,,,
Wohnung zur Miete · Tauschwohnung,,,,,100 €100 €,,2,47 m²,3.,360 €,10961,,1 / 3,,,,,,"7,66 Euro pro Quadratmeter",keine Angabe,,Haustiere erlaubt,3. Geschoss,Bodenbelag: Holzdielen,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,350 €350 €,,3,88 m²,3.,Heizungsart,13359,,1 / 8,,,,,Zentralheizung,"11,76 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Haustiere erlaubt,3. Geschoss,Badewanne,
Loft zur Miete,,2.665 €,,,160 €160 €,,3,112 m²,,Baujahr,12527,"Nettokaltmiete: 2.295,00 EUR",1 / 18,,1918.0,"Altbau (bis 1945), renoviert / saniert",Fernwärme,Fußbodenheizung,"20,49 Euro pro Quadratmeter","6.885,00",,ab sofort,,,,,,,
Studio zur Miete,1.380 €,1.855 €,475 €,in Nebenkosten enthalten,,,3,94 m²,4.,ab sofort,10439,,1 / 19,,1900.0,"Altbau (bis 1945), renoviert / saniert",Fernwärme,Zentralheizung,"14,68 Euro pro Quadratmeter",2 Monatsmieten,,neuwertig,Balkon,möbliert,4. Geschoss,Bad mit Dusche,Bodenbelag: Parkett,Fenster: Aluminium,
Wohnung zur Miete,5.000 €,5.800 €,,,800 €800 €,,5,230 m²,3.,Baujahr,14052,,1 / 10,E,1912.0,"Altbau (bis 1945), renoviert / saniert",Öl,Zentralheizung,"21,74 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Kelleranteil,möbliert,3. Geschoss,,
Wohnung zur Miete · Wohnen auf Zeit,,670 €/Monat,,,,,1,10 m²,,16.04.2025,12459,,1 / 14,,,,,,,,950 €,"Einbauküche, Kochnische",frei ab 16.04.2025,möbliert,1. Geschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Studio zur Miete,1.150 €,1.400 €,,,250 €250 €,,2,50 m²,,ab sofort,12459,,1 / 8,,2016.0,Neubau,,,23 Euro pro Quadratmeter,keine Angabe,,DSL-Anschluss,Personenaufzug,Frei ab sofort,Balkon,Kelleranteil,möbliert,Bad mit Dusche,Waschraum
Studio zur Miete,,"1.985,49 €",,,"30.66 €30,66 €",120 €120 €,3,"76,7 m²",7.,01.03.2025,10829,"Nettokaltmiete: 1.770,85 EUR",1 / 14,B,2020.0,Gepflegt,Fernwärme,,"23,10 Euro pro Quadratmeter","5.312,55",,Einbauküche,Personenaufzug,frei ab 01.03.2025,Balkon,Tiefgarage,7. Geschoss,max. 4 Personen,
Wohnung zur Miete · Tauschwohnung,,,,,260 €260 €,,2,73 m²,2.,573 €,12045,,1 / 8,,,,,,"7,85 Euro pro Quadratmeter",keine Angabe,,Kelleranteil,2. Geschoss,Badewanne,Bodenbelag: Holzdielen,,,,
Studio zur Miete · nur mit Wohnberechtigungsschein,,,,,,,2,"50,1 m²",EG,ab sofort,13407,,1 / 10,A,2024.0,Neubau,Elektro,Zentralheizung: Fußbodenheizung,"25,13 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Gartenmitbenutzung,Terrasse,Haustiere erlaubt,Seeblick,teilweise möbliert,Erdgeschoss,kontrollierte Be- und Entlüftungsanlage
Wohnung zur Miete · Wohnen auf Zeit,,675 €/Monat,,,,,1,9 m²,,06.03.2025,10439,,1 / 10,,,,,,,,900 €,"Einbauküche, Offene Küche",frei ab 06.03.2025,möbliert,Erdgeschoss,Bad mit Dusche,WG-geeignet,max. 1 Person,
Wohnung zur Miete,,2.739 €,289 €,,117 €117 €,,4,"117,5 m²",,ab sofort,10625,"Nettokaltmiete: 2.351,00 EUR",1 / 3,,1900.0,,Fernwärme,Zentralheizung,"20,01 Euro pro Quadratmeter","7.053,00",,frei ab 01.08.2024 bis 31.01.2025,,,,,,,
Studio zur Miete,,715 €,70 €,in Warmmiete enthalten,,,1,"11,9 m²",5.,01.05.2025,12459,"Nettokaltmiete: 600,00 EUR",1 / 10,,2018.0,,,Etagenheizung,"50,42 Euro pro Quadratmeter","1.800,00",,Einbauküche,"Personenaufzug, Lastenaufzug",frei ab 01.05.2025,5. Geschoss,Bad mit Dusche,max. 1 Person,6 Monate,
Wohnung zur Miete · Tauschwohnung,,,,,,,3,82 m²,,1.300 €,12277,,1 / 5,,,,,,"15,85 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Loft zur Miete · Tauschwohnung,,,,,200 €200 €,,1,62 m²,3.,Heizungsart,10789,,1 / 4,,,,,Zentralheizung,"11,29 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Haustiere erlaubt,3. Geschoss,"Bodenbelag: Fliesen, Parkett",,,,
Studio zur Miete,,"1.876,25 €",,,"48.69 €48,69 €",120 €120 €,3,"74,9 m²",5.,01.03.2025,10829,"Nettokaltmiete: 1.677,76 EUR",1 / 5,,2020.0,Erstbezug,Fernwärme,,"22,40 Euro pro Quadratmeter","5.033,28",,Einbauküche,Personenaufzug,frei ab 01.03.2025,Balkon,Tiefgarage,5. Geschoss,max. 4 Personen,
Wohnung zur Miete · Tauschwohnung,,,,,200 €200 €,,4,107 m²,1.,1.100 €,12159,,1 / 1,,,,,,"10,28 Euro pro Quadratmeter",keine Angabe,,Balkon,Terrasse,1. Geschoss,Bodenbelag: Parkett,,,,
Wohnung zur Miete,3.400 €,4.200 €,400 €,,400 €400 €,,4,220 m²,EG,Baujahr,10707,,1 / 16,E,1906.0,,Fernwärme,,"15,45 Euro pro Quadratmeter",3 Monatsnettokaltmieten,,Einbauküche,kurzfristig,Erdgeschoss,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,,,1,38 m²,366 €,Tauschwohnung GmbH,13403,,1 / 5,,,,,,"9,63 Euro pro Quadratmeter",keine Angabe,,,,,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,150 €150 €,,2,60 m²,2.,850 €,13467,,1 / 9,,,,,,"14,17 Euro pro Quadratmeter",keine Angabe,,2. Geschoss,,,,,,,
Wohnung zur Miete,,,"120,87 €",,"102.1 €102,10 €",,2,"48,4 m²",5.,Baujahr,13089,,1 / 12,B,2025.0,,"Fernwärme, Gas",,"14,49 Euro pro Quadratmeter","2.101,77",,Personenaufzug,sofort,Terrasse,Kelleranteil,5. Geschoss,Barrierefrei,Bad mit Dusche,
Wohnung zur Miete · Tauschwohnung,,,,,340 €340 €,,3,90 m²,3.,Heizungsart,12109,,1 / 11,,,,,Zentralheizung,"7,07 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Kelleranteil,3. Geschoss,Badewanne,,,,
Wohnung zur Miete,,"2.373,96 €",275 €,,100 €100 €,,3,"83,3 m²",3.,ab sofort,10249,"Nettokaltmiete: 1.998,96 EUR",1 / 10,B,2020.0,,Fernwärme,Fußbodenheizung,24 Euro pro Quadratmeter,"5.996,88 €",,Einbauküche,Personenaufzug,Frei ab sofort,Balkon,3. Geschoss,Bad mit Dusche,,
Wohnung zur Miete · Tauschwohnung,,,,,,,4,82 m²,,Heizungsart,10245,,1 / 8,,,,,Zentralheizung,"21,71 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Terrasse,Kelleranteil,Badewanne,Bodenbelag: Laminat,
Studio zur Miete,,"2.044,69 €",,,"31.4 €31,40 €",120 €120 €,3,"84,8 m²",7.,01.03.2025,10829,"Nettokaltmiete: 1.958,19 EUR",1 / 7,B,2020.0,Gepflegt,Fernwärme,,"23,10 Euro pro Quadratmeter","5.874,57",,Einbauküche,Personenaufzug,frei ab 01.03.2025,Balkon,Tiefgarage,7. Geschoss,max. 4 Personen,
Wohnung zur Miete,,,"173,59 €",,"108.5 €108,50 €",,2,"72,3 m²",4.,15.02.2025,13158,,1 / 9,B,2018.0,,Fernwärme,Fußbodenheizung,"17,04 Euro pro Quadratmeter","3.697,50",,Personenaufzug,frei ab 15.02.2025,Terrasse,Kelleranteil,4. Geschoss,Badewanne,,
Wohnung zur Miete,1.900 €,"2.207,76 €","307,76 €",,115 €115 €,150 €150 €,2,"87,9 m²",EG,ab sofort,10779,,1 / 19,A,2023.0,neuwertig,,,"21,61 Euro pro Quadratmeter","5.700,00",,Einbauküche,Personenaufzug,Frei ab sofort,Balkon,Tiefgarage,Kelleranteil,Erdgeschoss,Barrierefrei
Studio zur Miete,,"1.792,76 €","248,76 €",in Warmmiete enthalten,,,2,"55,3 m²",3.,ab sofort,10439,"Nettokaltmiete: 1.499,00 EUR",1 / 8,,2019.0,,,Etagenheizung,"27,12 Euro pro Quadratmeter","4.497,00",,Einbauküche,"Personenaufzug, Lastenaufzug",Frei ab sofort,Kelleranteil,3. Geschoss,"Badezimmer: Badewanne, Bad mit Dusche",max. 2 Personen,6 Monate
Wohnung zur Miete · Tauschwohnung,,,,,280 €280 €,,1,40 m²,1.,500 €,10435,,1 / 3,,,,,,"12,50 Euro pro Quadratmeter",keine Angabe,,1. Geschoss,Badewanne,Bodenbelag: Holzdielen,,,,,
Wohnung zur Miete · Tauschwohnung,,,,,300 €300 €,,2,63 m²,1.,Heizungsart,12279,,1 / 5,,,,,Zentralheizung: Fußbodenheizung,"8,65 Euro pro Quadratmeter",keine Angabe,,Einbauküche,Personenaufzug,Balkon,Garten,Terrasse,Haustiere erlaubt,Kelleranteil,1. Geschoss
Wohnung zur Miete · Tauschwohnung,,,,,,,1,30 m²,1.,650 €,10559,,1 / 6,,,,,,"21,67 Euro pro Quadratmeter",keine Angabe,,1. Geschoss,,,,,,,
